Assigned Appeal Description,Assigned Appeal ID,Assigned Appeal Response,Age,Constituent ID,Lifetime Giving
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,60,1269949,$100.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,61,991001479,$35.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,57,1203796,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,70,991001558,"$2,062.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,47,1181623,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,24,1531260,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,37,1328959,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,60,991001160,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,31,1393483,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,53,901272094,$61.25 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,37,1331380,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,26,1506800,$0.00 
Athletics Giving Week Has Begun - Women's Basketball 20250421,BBOX58515227,Bounced,27,1505979,$0.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Bounced,38,1304869,$0.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Bounced,35,1345816,$0.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Bounced,31,1390168,$0.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Bounced,28,1416064,$0.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Bounced,26,1511341,$0.00 
Athletics Giving Week Has Begun - Softball 20250421,BBOX58515169,Bounced,25,1511557,$0.00 
Athletics Giving Week Has Begun - Football 20250421,BBOX58508095,Bounced,29,1417918,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Bounced,38,1304869,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Bounced,35,1345816,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Bounced,31,1390168,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Bounced,28,1416064,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Bounced,26,1511341,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Bounced,25,1511557,$0.00 
A Message From Coach Van Zanic 20250422,BBOX58519682,Bounced,,999941522,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,70,991001851,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,60,991004038,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,46,1202464,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,44,1230316,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,43,1252414,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,30,1395541,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,30,1404595,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,29,1420804,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,29,1405672,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,27,1509200,$0.00 
A Message From Coach Alan Sumner 20250422,BBOX58519726,Bounced,25,1512632,$0.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Bounced,61,991005087,$0.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Bounced,36,1324849,$0.00 
A Message From Coach Micah Fitz 20250422,BBOX58519802,Bounced,36,1332448,$0.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Bounced,27,1509200,$0.00 
Althetics Giving Week Has Begun - Baseball 20250421,BBOX58515783,Bounced,25,1512632,$0.00 
Athletics Giving Week Has Begun - Golf 20250421,BBOX58507861,Bounced,24,1525615,$0.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Bounced,31,1399315,$0.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Bounced,30,1404934,$0.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Bounced,27,1503665,$0.00 
A Message From Coach Mandee Craft 20250422,BBOX58519377,Bounced,30,1420639,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,64,991002127,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,55,901271464,$50.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,64,991005290,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,37,1339645,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,34,1360741,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,29,1405708,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,29,1407874,$20.17 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,58,999933142,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,57,999933143,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,29,1404232,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,28,1501920,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,28,1500840,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,27,1501391,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,26,1506437,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,25,1511074,$0.00 
A Message From Coach Phil Thompson 20250422.1,BBOX58519470,Bounced,25,1516895,$0.00 
A Message From Coach Henry Kennedy 20250422,BBOX58519542,Bounced,24,1525615,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,28,1500840,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,27,1501391,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,26,1506437,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,25,1511074,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,25,1516895,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,70,991001851,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,60,991004038,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,46,1202464,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,44,1230316,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,43,1252414,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,30,1395541,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,30,1404595,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,29,1405672,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,29,1420804,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,27,1509200,$0.00 
Today Is Your Last Chance To Give - Baseball 20250426,BBOX58532262,Bounced,25,1512632,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,29,1417918,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,52,1053481,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,32,1384837,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,25,1511657,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,26,1514739,$20.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,43,1246666,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,68,991000724,$475.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,30,1408162,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,29,1411975,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,30,1407505,$20.17 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,30,1407436,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,29,1418467,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,47,1190763,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,27,1508213,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,26,1513535,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,31,1396063,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,50,1111579,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,28,1502989,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,30,1397311,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,43,1251727,"$1,350.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,52,1037674,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,33,1385437,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,29,1418152,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,49,1108444,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,63,990000087,"$3,801.00 "
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,35,1347637,$0.00 
Today Is Your Last Chance To Give - Football 20250426,BBOX58532229,Bounced,63,991002248,$0.00 
Today Is Your Last Chance To Give - Women's Volleyball 20250426,BBOX58531316,Bounced,30,1404256,$0.00 
Today Is Your Last Chance To Give - Women's Volleyball 20250426,BBOX58531316,Bounced,30,1405381,$0.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,70,991003145,$500.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,75,991007823,"$10,700.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,65,999931102,"$25,500.00 "
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,67,991005610,$25.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,77,991011264,"$222,000.00 "
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,29,1404232,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,29,1405708,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,29,1407874,$20.17 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,58,999933142,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,57,999933143,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,28,1501920,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,28,1500840,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,27,1501391,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,26,1506437,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,25,1511074,$0.00 
Athletics Giving Week Has Begun - Track & Field 20250421,BBOX58515852,Bounced,25,1516895,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Bounced,23,1522600,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Bounced,33,1358980,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Bounced,66,991000017,"$1,300.00 "
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Bounced,37,1333381,$0.00 
Athletics Giving Week Has Begun - Men's Soccer 20250421,BBOX58515584,Bounced,37,1328152,$0.00 
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Bounced,70,991005629,$0.00 
Athletics Giving Week Has Begun - Men's Basketball 20250421,BBOX58515490,Bounced,67,991005210,$0.00 
A Message From Coach Michael Grinder 20250422,BBOX58519093,Bounced,27,1505979,$0.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Bounced,43,1253836,$0.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Bounced,26,1512733,$0.00 
A Message From Coach Phil Thompson 20250422,BBOX58519316,Bounced,23,1538633,$0.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Bounced,38,1304869,$0.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Bounced,35,1345816,$0.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Bounced,33,1359022,$0.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Bounced,31,1390168,$0.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Bounced,28,1416064,$0.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Bounced,26,1511341,$0.00 
Today Is Your Last Chance To Give - Softball 20250426,BBOX58532304,Bounced,25,1511557,$0.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Bounced,43,1253836,$0.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Bounced,26,1512733,$0.00 
Today Is Your Last Chance To Give - Cross Country 20250426,BBOX58532393,Bounced,23,1538633,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,64,991002127,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,55,901271464,$50.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,74,991004260,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,64,991005290,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,37,1339645,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,34,1360741,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,29,1405708,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,29,1407874,$20.17 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,58,999933142,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,57,999933143,$0.00 
Today Is Your Last Chance To Give - Track & Field 20250426,BBOX58532350,Bounced,29,1404232,$0.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,84,991011489,$170.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,72,990000105,$57.00 
1848 Society - You are Invited!  20250428,BBOX58503370,Bounced,72,999929387,"$303,820.52 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,68,991000724,$475.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,70,991001558,"$2,062.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,70,991001851,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,60,991001160,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,61,991001479,$35.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,63,991002248,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,64,991002127,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,63,990000087,"$3,801.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,66,991000017,"$1,300.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,66,991000696,$30.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,72,990000105,$57.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,60,991004038,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,55,901271464,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,61,991005087,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,67,991005210,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,70,991005318,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,74,991005749,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,86,991015423,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,53,901272094,$61.25 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,53,1055650,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,67,991004020,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,74,991004260,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,70,991003145,$500.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,64,991005290,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,70,991005629,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,52,1053481,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,49,1108444,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,47,1190810,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,45,1214137,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,47,1190763,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,52,1037674,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Bounced,50,1111579,$0.00 
